Verified,Title,Description,Source,Hazard,Incident on,Province,District,Municipality,Ward,Total estimated loss (NPR),Agriculture economic loss (NPR),Infrastructure economic loss (NPR),Total infrastructure destroyed,House destroyed,House affected,Total livestock destroyed,Total - People Death,Male - People Death,Female - People Death,Unknown - People Death,Disabled - People Death,Total - People Missing,Male - People Missing,Female - People Missing,Unknown - People Missing,Disabled - People Missing,Total - People Injured,Male - People Injured,Female - People Injured,Unknown - People Injured,Disabled - People Injured,date,search_str,latitude,longitude
Yes,"Flood at Setibeni, Galyang Municipality-5",,nepal_police,Flood,2021-06-16,Gandaki,Syangja,Galyang,5,,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-06-16,"Galyang, Syangja, Nepal",27.958170000000052,83.65736000000004
Yes,"Landslide at Pairabari, Baglung Municipality-7",,nepal_police,Landslide,2021-06-16,Gandaki,Baglung,Baglung,7,,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-06-16,"Baglung, Baglung, Nepal",28.2666961,83.5832976
Yes,"Flood at Judikhet, Dordi Rural Municipality-8",,nepal_police,Flood,2021-06-16,Gandaki,Lamjung,Dordi,8,,0,0,24,24,56,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-06-16,"Dordi, Lamjung, Nepal",28.29170000000005,84.52849000000003
Yes,Flood at Chame Rural Municipality-4,,nepal_police,Flood,2021-06-15,Gandaki,Manang,Chame,4,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-06-15,"Chame, Manang, Nepal",28.52047000000005,84.26056000000005
Yes,"Landslide at Sapru, Gosaikunda Rural Municipality-5",,nepal_police,Landslide,2021-06-15,Bagmati,Rasuwa,Gosaikunda,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-06-15,"Gosaikunda, Rasuwa, Nepal",28.083330000000046,85.42667000000006
Yes,"Landslide at malmul, Ribdikot Rural Municipality-2",,nepal_police,Landslide,2021-06-15,Lumbini,Palpa,Ribdikot,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-06-15,"Ribdikot, Palpa, Nepal",27.86674000000005,83.45471000000003
Yes,"Landslide at Baribeni, Jaljala Rural Municipality-3",,nepal_police,Landslide,2021-06-15,Gandaki,Parbat,Jaljala,3,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-06-15,"Jaljala, Parbat, Nepal",28.327360000000056,83.62489000000005
Yes,"Landslide at Baichhap, Purbakhola Rural Municipality-1",,nepal_police,Landslide,2021-06-15,Lumbini,Palpa,Purbakhola,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-06-15,"Purbakhola, Palpa, Nepal",27.824100000000044,83.78219000000007
Yes,"Landslide at Humin, Rambha Rural Municipality-4",,nepal_police,Landslide,2021-06-15,Lumbini,Palpa,Rambha,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-06-15,"Rambha, Palpa, Nepal",27.86715000000004,83.68860000000006
Yes,"Landslide at ota, Sukidaha Rural Municipality-1",,nepal_police,Landslide,2021-06-15,Lumbini,Rolpa,Sukidaha,1,50000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-06-15,"Sukidaha, Rolpa, Nepal",28.446260000000052,82.42218000000008
Yes,"Landslide at SetiKhola, Madi Rural Municipality-2",,nepal_police,Landslide,2021-06-15,Gandaki,Kaski,Madi,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-06-15,"Madi, Kaski, Nepal",28.36611000000005,84.13913000000008
Yes,"Landslide at Deurali, Bhimphedi Rural Municipality-6",,nepal_police,Landslide,2021-06-15,Bagmati,Makwanpur,Bhimphedi,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-06-15,"Bhimphedi, Makwanpur, Nepal",27.53260000000006,85.11616000000004
Yes,"Landslide at Kanchalikhola, JayaPrithivi Municipality-7",,nepal_police,Landslide,2021-06-15,Sudurpashchim,Bajhang,JayaPrithivi,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-06-15,"JayaPrithivi, Bajhang, Nepal",29.552010000000053,81.16174000000007
Yes,"Landslide at Sera, Bagnaskali Rural Municipality-4",,nepal_police,Landslide,2021-06-15,Lumbini,Palpa,Bagnaskali,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-06-15,"Bagnaskali, Palpa, Nepal",27.879450000000077,83.60755000000006
Yes,"Landslide at Purano Khajvang, Chatrakot Rural Municipality-5",,nepal_police,Landslide,2021-06-15,Lumbini,Gulmi,Chatrakot,5,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-06-15,"Chatrakot, Gulmi, Nepal",27.98666000000003,83.34978000000007
Yes,"Landslide at Gauri Khutta, Chandrakot Rural Municipality-5",,nepal_police,Landslide,2021-06-15,Lumbini,Gulmi,Chandrakot,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-06-15,"Chandrakot, Gulmi, Nepal",28.10781000000003,83.42563000000007
Yes,"Landslide at Sagurce, Ruru Rural Municipality-2",,nepal_police,Landslide,2021-06-15,Lumbini,Gulmi,Ruru,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-06-15,"Ruru, Gulmi, Nepal",27.983790000000056,83.42567000000008
Yes,"Landslide at Kharekhola, Sarumarani Rural Municipality-4",,nepal_police,Landslide,2021-06-15,Lumbini,Pyuthan,Sarumarani,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-06-15,"Sarumarani, Pyuthan, Nepal",27.945050000000037,82.83908000000008
Yes,"Landslide at Tilakhang, Benighat Rorang Rural Municipality-10",,nepal_police,Landslide,2021-06-15,Bagmati,Dhading,Benighat Rorang,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-06-15,"Benighat Rorang, Dhading, Nepal",27.74682000000007,84.75988000000007
Yes,"Landslide at Charang, Devdaha Municipality-10",,nepal_police,Landslide,2021-06-15,Lumbini,Rupandehi,Devdaha,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-06-15,"Devdaha, Rupandehi, Nepal",27.63345000000004,83.57195000000007
Yes,"Landslide at Shyaphru, Gosaikunda Rural Municipality-5",,nepal_police,Landslide,2021-06-15,Bagmati,Rasuwa,Gosaikunda,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-06-15,"Gosaikunda, Rasuwa, Nepal",28.083330000000046,85.42667000000006
Yes,"Flood at Tapmjhuwa, Butwal Submetropolitan City-11",,nepal_police,Flood,2021-06-15,Lumbini,Rupandehi,Butwal,11,,0,0,16,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-06-15,"Butwal, Rupandehi, Nepal",27.70055000000008,83.44836000000004
Yes,Flood at Chame Rural Municipality-4,,nepal_police,Flood,2021-06-15,Gandaki,Manang,Chame,4,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-06-15,"Chame, Manang, Nepal",28.52047000000005,84.26056000000005
Yes,"Landslide at Silangthok, Ribdikot Rural Municipality-4",,nepal_police,Landslide,2021-06-15,Lumbini,Palpa,Ribdikot,4,,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-06-15,"Ribdikot, Palpa, Nepal",27.86674000000005,83.45471000000003
Yes,"Landslide at Chisapani, Vyas Municipality-13",,nepal_police,Landslide,2021-06-15,Gandaki,Tanahu,Vyas,13,,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-06-15,"Vyas, Tanahu, Nepal",27.93548000000004,84.22325000000006
Yes,"Flood at Bhalabot, Machhapuchchhre Rural Municipality-4",,other,Flood,2021-06-15,Gandaki,Kaski,Machhapuchchhre,4,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2021-06-15,"Machhapuchchhre, Kaski, Nepal",28.49565000000007,83.94614000000007
Yes,"Flood at Chisapani, Bandipur Rural Municipality-1",,nepal_police,Flood,2021-06-15,Gandaki,Tanahu,Bandipur,1,18000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-06-15,"Bandipur, Tanahu, Nepal",27.918600000000023,84.39420000000007
Yes,"Landslide at bagkhola, Chandrakot Rural Municipality-8",,nepal_police,Landslide,2021-06-15,Lumbini,Gulmi,Chandrakot,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-06-15,"Chandrakot, Gulmi, Nepal",28.10781000000003,83.42563000000007
Yes,"Landslide at Phutwang, Sandhikharka Municipality-3",,nepal_police,Landslide,2021-06-15,Lumbini,Arghakhanchi,Sandhikharka,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-06-15,"Sandhikharka, Arghakhanchi, Nepal",27.965960000000052,83.15486000000004
Yes,"Landslide at Hilebajar, Malarani Rural Municipality-9",,nepal_police,Landslide,2021-06-15,Lumbini,Arghakhanchi,Malarani,9,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-06-15,"Malarani, Arghakhanchi, Nepal",28.06702000000007,83.07274000000007
Yes,"Flood at ChiuriKharka, Helambu Rural Municipality-2",,nepal_police,Flood,2021-06-15,Bagmati,Sindhupalchok,Helambu,2,,0,0,349,349,38,0,5,5,0,0,0,20,0,0,20,0,6,6,0,0,0,2021-06-15,"Helambu, Sindhupalchok, Nepal",28.006340000000023,85.53386000000006
Yes,"Flood at Barbot, Mallarani Rural Municipality-3",,nepal_police,Flood,2021-06-15,Lumbini,Pyuthan,Mallarani,3,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-06-15,"Mallarani, Pyuthan, Nepal",28.075630000000046,82.91985000000005
Yes,"Landslide at Dauune, Binayee Tribeni Rural Municipality-2",,nepal_police,Landslide,2021-06-15,Gandaki,Nawalparasi East,Binayee Tribeni,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-06-15,"Binayee Tribeni, Nawalparasi East, Nepal",27.630790000000047,83.86238000000003
Yes,Landslide at Tansen Municipality-8,,nepal_police,Landslide,2021-06-15,Lumbini,Palpa,Tansen,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-06-15,"Tansen, Palpa, Nepal",27.867310000000032,83.54670000000004
Yes,"Landslide at Siraule, Harinas Rural Municipality-4",,nepal_police,Landslide,2021-06-15,Gandaki,Syangja,Harinas,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2021-06-15,"Harinas, Syangja, Nepal",27.976210000000037,83.95355000000006
Yes,"Flood at Paudi, Sundarbazar Municipality-7",,nepal_police,Flood,2021-06-15,Gandaki,Lamjung,Sundarbazar,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-06-15,"Sundarbazar, Lamjung, Nepal",28.15578000000005,84.36446000000007
Yes,"Flood at Dhodeni, Aarughat Rural Municipality-2",,nepal_police,Flood,2021-06-15,Gandaki,Gorkha,Aarughat,2,,0,0,11,11,56,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-06-15,"Aarughat, Gorkha, Nepal",28.11909000000003,84.81688000000008
Yes,"Landslide at Sarangkot, Pokhara Lekhnath Metropolitan City-18",,nepal_police,Landslide,2021-06-15,Gandaki,Kaski,Pokhara Lekhnath,18,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-06-15,"Pokhara Lekhnath, Kaski, Nepal",28.20806000000005,83.98452000000003
Yes,"Flood at Machhikhola, Dharche Rural Municipality-3",,nepal_police,Flood,2021-06-15,Gandaki,Gorkha,Dharche,3,1485000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-06-15,"Dharche, Gorkha, Nepal",28.313220000000054,84.89839000000006
Yes,"Flood at Saplang, Madi Rural Municipality-6",,nepal_police,Flood,2021-06-15,Gandaki,Kaski,Madi,6,,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-06-15,"Madi, Kaski, Nepal",28.36611000000005,84.13913000000008
Yes,"Landslide at Basdanda, Rainadevi Chhahara Rural Municipality-5",,nepal_police,Landslide,2021-06-15,Lumbini,Palpa,Rainadevi Chhahara,5,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2021-06-15,"Rainadevi Chhahara, Palpa, Nepal",27.858330000000024,83.35070000000007
Yes,"Flood at Narakot, Jagannath Rural Municipality-4",,nepal_police,Flood,2021-06-15,Sudurpashchim,Bajura,Jagannath,4,,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-06-15,"Jagannath, Bajura, Nepal",28.373320000000035,83.53203000000008
Yes,Landslide at Panchadewal Binayak Municipality-4,,nepal_police,Landslide,2021-06-14,Sudurpashchim,Achham,Panchadewal Binayak,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-06-14,"Panchadewal Binayak, Achham, Nepal",29.100810000000024,81.44631000000004
Yes,"Flood at Bangala, Budhinanda Municipality-3",,nepal_police,Flood,2021-06-14,Sudurpashchim,Bajura,Budhinanda,3,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2021-06-14,"Budhinanda, Bajura, Nepal",29.538280000000043,81.61780000000005
Yes,"Landslide at Gaganea, Subha Kalika Rural Municipality-1",,nepal_police,Landslide,2021-06-14,Karnali,Kalikot,Subha Kalika,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-06-14,"Subha Kalika, Kalikot, Nepal",29.080930000000023,81.63039000000003
Yes,"Flood at Kimani, Tribeni Municipality-5",,nepal_police,Flood,2021-06-14,Sudurpashchim,Bajura,Tribeni,5,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2021-06-14,"Tribeni, Bajura, Nepal",29.33594000000005,81.43072000000006
Yes,"Flood at Marfakhola, Gharapjhong Rural Municipality-2",,nepal_police,Flood,2021-06-14,Gandaki,Mustang,Gharapjhong,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-06-14,"Gharapjhong, Mustang, Nepal",28.76995000000005,83.74752000000007
Yes,"Landslide at Aahalkhola, Bagnaskali Rural Municipality-4",,nepal_police,Landslide,2021-06-14,Lumbini,Palpa,Bagnaskali,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-06-14,"Bagnaskali, Palpa, Nepal",27.879450000000077,83.60755000000006
Yes,"Landslide at Gargare, Tribeni Rural Municipality-7",,nepal_police,Landslide,2021-06-14,Lumbini,Rolpa,Tribeni,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-06-14,"Tribeni, Rolpa, Nepal",28.293540000000064,82.48467000000005
Yes,"Landslide at Chuwa, Kushma Municipality-8",,nepal_police,Landslide,2021-06-13,Gandaki,Parbat,Kushma,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-06-13,"Kushma, Parbat, Nepal",28.23368000000005,83.68756000000008
Yes,"Landslide at Amkot, Budhiganga Municipality-1",,nepal_police,Landslide,2021-06-13,Sudurpashchim,Bajura,Budhiganga,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-06-13,"Budhiganga, Bajura, Nepal",29.360340000000065,81.32408000000004
Yes,"Landslide at Kharekhola, Sarumarani Rural Municipality-4",,nepal_police,Landslide,2021-06-13,Lumbini,Pyuthan,Sarumarani,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-06-13,"Sarumarani, Pyuthan, Nepal",27.945050000000037,82.83908000000008
Yes,"Landslide at Bhageshwori, Tribeni Rural Municipality-2",,nepal_police,Landslide,2021-06-13,Lumbini,Rolpa,Tribeni,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-06-13,"Tribeni, Rolpa, Nepal",28.293540000000064,82.48467000000005
Yes,"Landslide at Bhalupayad, Putalibazar Municipality-2",,nepal_police,Landslide,2021-06-13,Gandaki,Syangja,Putalibazar,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-06-13,"Putalibazar, Syangja, Nepal",28.093260000000043,83.88923000000005
Yes,"Landslide at Checkpost, Kapurkot Rural Municipality-3",,nepal_police,Landslide,2021-06-12,Karnali,Salyan,Kapurkot,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-06-12,"Kapurkot, Salyan, Nepal",28.24885000000006,82.36148000000009
Yes,"Landslide at Dampind Side, Sandhikharka Municipality-3",,nepal_police,Landslide,2021-06-12,Lumbini,Arghakhanchi,Sandhikharka,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-06-12,"Sandhikharka, Arghakhanchi, Nepal",27.965960000000052,83.15486000000004
Yes,"Landslide at GokuleshworLatinath, Marma Rural Municipality-3",,nepal_police,Landslide,2021-06-11,Sudurpashchim,Darchula,Marma,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-06-11,"Marma, Darchula, Nepal",29.741630000000043,80.84767000000005
Yes,"Flood at Daula, Bhairabi Rural Municipality-2",,nepal_police,Flood,2021-06-10,Karnali,Dailekh,Bhairabi,2,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2021-06-10,"Bhairabi, Dailekh, Nepal",28.945840000000032,81.63676000000004
Yes,"Landslide at Rodidewal, Pancheshwar Rural Municipality-6",,nepal_police,Landslide,2021-06-10,Sudurpashchim,Baitadi,Pancheshwar,6,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-06-10,"Pancheshwar, Baitadi, Nepal",29.44726000000003,80.30779000000007
Yes,"Landslide at Khirne, Kamalamai Municipality-12",,nepal_police,Landslide,2021-06-06,Bagmati,Sindhuli,Kamalamai,12,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2021-06-06,"Kamalamai, Sindhuli, Nepal",27.173650000000062,85.91259000000008
Yes,"Landslide at Naunibager, Annapurna Rural Municipality-2",,nepal_police,Landslide,2021-06-02,Gandaki,Myagdi,Annapurna,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-06-02,"Annapurna, Myagdi, Nepal",28.59914000000003,83.82277000000005
Yes,Landslide at Thawang Rural Municipality-2,,nepal_police,Landslide,2021-06-01,Lumbini,Rolpa,Thawang,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-06-01,"Thawang, Rolpa, Nepal",28.45897000000008,82.74293000000006
Yes,"Landslide at Gargare, Bhimphedi Rural Municipality-8",,nepal_police,Landslide,2021-05-31,Bagmati,Makwanpur,Bhimphedi,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-05-31,"Bhimphedi, Makwanpur, Nepal",27.53260000000006,85.11616000000004
Yes,"Landslide at Pangre, Hupsekot Rural Municipality-5",,nepal_police,Landslide,2021-05-30,Gandaki,Nawalparasi East,Hupsekot,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-05-30,"Hupsekot, Nawalparasi East, Nepal",27.70028000000008,84.06548000000004
Yes,"Landslide at Swyara, Pokhara Lekhnath Metropolitan City-22",,nepal_police,Landslide,2021-05-29,Gandaki,Kaski,Pokhara Lekhnath,22,107500.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-05-29,"Pokhara Lekhnath, Kaski, Nepal",28.20806000000005,83.98452000000003
Yes,"Landslide at Nirmal tole, Vyas Municipality-1",,nepal_police,Landslide,2021-05-29,Gandaki,Tanahu,Vyas,1,,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2021-05-29,"Vyas, Tanahu, Nepal",27.93548000000004,84.22325000000006
Yes,Flood at Lumbini Sanskritik Development Area Development Area-99,,nepal_police,Flood,2021-05-29,Lumbini,Rupandehi,Lumbini Sanskritik Development Area,99,400000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-05-29,"Lumbini Sanskritik Development Area, Rupandehi, Nepal",27.46987000000007,83.24785000000008
Yes,"Flood at Kameraphat, Sunkoshi Rural Municipality-2",,nepal_police,Flood,2021-05-28,Bagmati,Sindhuli,Sunkoshi,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-05-28,"Sunkoshi, Sindhuli, Nepal",27.380490000000066,85.87751000000009
Yes,"Flood at Nawabazer, Chame Rural Municipality-4",,nepal_police,Flood,2021-05-28,Gandaki,Manang,Chame,4,,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-05-28,"Chame, Manang, Nepal",28.52047000000005,84.26056000000005
Yes,"Landslide at Dana, Annapurna Rural Municipality-3",,nepal_police,Landslide,2021-05-28,Gandaki,Myagdi,Annapurna,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-05-28,"Annapurna, Myagdi, Nepal",28.59914000000003,83.82277000000005
Yes,"Landslide at kalimati, Tinau Rural Municipality-5",,nepal_police,Landslide,2021-05-28,Lumbini,Palpa,Tinau,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-05-28,"Tinau, Palpa, Nepal",27.76465000000007,83.47024000000005
Yes,"Landslide at makre, Naubahini Rural Municipality-8",,nepal_police,Landslide,2021-05-28,Lumbini,Pyuthan,Naubahini,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-05-28,"Naubahini, Pyuthan, Nepal",28.253160000000037,82.91058000000004
Yes,Landslide at Barah Municipality-1,,nepal_police,Landslide,2021-05-28,Koshi,Sunsari,Barah,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-05-28,"Barah, Sunsari, Nepal",26.75279000000006,87.15755000000007
Yes,"Landslide at Samdin, Phidim Municipality-2",,nepal_police,Landslide,2021-05-28,Koshi,Panchthar,Phidim,2,1000000.0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-05-28,"Phidim, Panchthar, Nepal",27.12137000000007,87.79307000000006
Yes,"Flood at Mamdi, Roshi Rural Municipality-12",,nepal_police,Flood,2021-05-28,Bagmati,Kavrepalanchok,Roshi,12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-05-28,"Roshi, Kavrepalanchok, Nepal",27.46843000000007,85.65714000000008
Yes,"Flood at Timang, Chame Rural Municipality-1",,nepal_police,Flood,2021-05-27,Gandaki,Manang,Chame,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-05-27,"Chame, Manang, Nepal",28.52047000000005,84.26056000000005
Yes,Flood at Sunkoshi Rural Municipality-2,,nepal_police,Flood,2021-05-26,Koshi,Okhaldhunga,Sunkoshi,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-05-26,"Sunkoshi, Okhaldhunga, Nepal",27.27451000000008,86.36924000000005
Yes,"Flood at Odali, Bhimdatta Municipality-12",,nepal_police,Flood,2021-05-21,Sudurpashchim,Kanchanpur,Bhimdatta,12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-05-21,"Bhimdatta, Kanchanpur, Nepal",29.01615000000004,80.17194000000006
Yes,"Landslide at Amarkot, Budhiganga Municipality-1",,nepal_police,Landslide,2021-05-20,Sudurpashchim,Bajura,Budhiganga,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-05-20,"Budhiganga, Bajura, Nepal",29.360340000000065,81.32408000000004
Yes,Landslide at Purchaudi Municipality-6,,nepal_police,Landslide,2021-05-20,Sudurpashchim,Baitadi,Purchaudi,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-05-20,"Purchaudi, Baitadi, Nepal",29.60326000000003,80.70177000000007
Yes,"Landslide at Jumlivir, Gurbhakot Municipality-3",,nepal_police,Landslide,2021-05-11,Karnali,Surkhet,Gurbhakot,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-05-11,"Gurbhakot, Surkhet, Nepal",28.439290000000028,81.90146000000004
Yes,"Landslide at Khadikhola, Khandachakra Municipality-3",,nepal_police,Landslide,2021-05-11,Karnali,Kalikot,Khandachakra,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-05-11,"Khandachakra, Kalikot, Nepal",29.158830000000023,81.66961000000003
Yes,"Landslide at Kafaldada, Lungri Rural Municipality-7",,nepal_police,Landslide,2021-05-09,Lumbini,Rolpa,Lungri,7,100000.0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2021-05-09,"Lungri, Rolpa, Nepal",28.265870000000064,82.81048000000004
Yes,"Flood at Kudi, Budhiganga Municipality-1",,nepal_police,Flood,2021-05-06,Sudurpashchim,Bajura,Budhiganga,1,,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-05-06,"Budhiganga, Bajura, Nepal",29.360340000000065,81.32408000000004
Yes,Flood at Thulung Dudhkoshi Rural Municipality-2,,nepal_police,Flood,2021-05-06,Koshi,Solukhumbu,Thulung Dudhkoshi,2,29044500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-05-06,"Thulung Dudhkoshi, Solukhumbu, Nepal",27.53875000000005,86.69517000000008
Yes,"Flood at Panchami, Fakphokthum Rural Municipality-1",,nepal_police,Flood,2021-05-03,Koshi,Ilam,Fakphokthum,1,250000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-05-03,"Fakphokthum, Ilam, Nepal",26.968860000000063,87.75438000000008
Yes,"Landslide at Bihanikhola, Khandachakra Municipality-5",,nepal_police,Landslide,2021-05-02,Karnali,Kalikot,Khandachakra,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-05-02,"Khandachakra, Kalikot, Nepal",29.158830000000023,81.66961000000003
Yes,"Landslide at Silkhubasi, Champadevi Rural Municipality-3",,nepal_police,Landslide,2021-05-01,Koshi,Okhaldhunga,Champadevi,3,,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-05-01,"Champadevi, Okhaldhunga, Nepal",27.307920000000024,86.31107000000009
